gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
G308_294_307,XP006538438.1_10090_265,,,,
G308_294_307,XP011516365.1_9606_266,,,,
G308_294_307,XP024851836.1_9913_268,,,,
G308_294_307,XP004949181.2_9031_270,,,,
G308_294_307,XP012808484.1_8364_272,,,B904,
G308_294_307,XP026689948.1_7719_275,,,B904|B1283|B1282|B1279,
G308_294_307,XP011241828.1_10090_277,,,,
G308_294_307,XP011526263.1_9606_278,,,,
G308_294_307,XP024850913.1_9913_280,,,,
G308_294_307,XP015155455.2_9031_282,,,,
G308_294_307,XP031760531.1_8364_284,,,,
G308_294_307,XP005166548.1_7955_286,,,,
G308_294_307,XP002932288.1_8364_287,,,,
G308_294_307,XP018667203.1_7719_290,,,,
G308_294_307,NP001001322.1_10090_295,,,B50,
G308_294_307,NP620594.1_9606_296,,,B50|B477|B476,
G308_294_307,XP024855422.1_9913_298,,,B50|B477|B1283|B1282|B1279|B1845|B476,
G308_294_307,XP040505337.1_9031_300,,,B50|B477|B1765|B1766|B479|B476,
G308_294_307,XP031747422.1_8364_302,,,B50|B477|B479|B476,
G308_294_307,XP002663267.4_7955_304,,,B904|B50|B477|B476,
G308_294_307,XP021327811.1_7955_305,,,B904|B50|B477|B476,
NP808540.2_10090_309,NP808540.2_10090_309,,,,
NP001179726.1_9913_310,NP001179726.1_9913_310,,,,
G311_309_310,NP808540.2_10090_309,,,B563,
G311_309_310,NP001179726.1_9913_310,,,B563,
NP055058.2_9606_312,NP055058.2_9606_312,O14672_ADAM10|P07602_PSAP|P07996_THBS1|P0CG39_POTEJ|P10909_CLU|P14625_HSP90B1|P49767_VEGFC|Q12805_EFEMP1|Q14766_LTBP1|Q6UXH8_CCBE1|Q96GW7_BCAN|Q9UHD9_UBQLN2|Q9UHI8_ADAMTS1,,B563,
G313_311_312,NP808540.2_10090_309,,,B1425|B1338|B1365|B1352|B1410,B563
G313_311_312,NP001179726.1_9913_310,,,B1425|B1913|B1485|B1338|B1365|B1914|B1915|B1352|B1916|B1410,B563
G313_311_312,NP055058.2_9606_312,,,B1425|B1913|B1485|B1338|B1365|B1914|B1915|B1352|B1916|B1410,B563
XP040555677.1_9031_314,XP040555677.1_9031_314,,P29279_CCN2,,
G315_313_314,NP808540.2_10090_309,P29279_CCN2,,B1424,
G315_313_314,NP001179726.1_9913_310,P29279_CCN2,,B1424,
G315_313_314,NP055058.2_9606_312,P29279_CCN2,,B1424,
G315_313_314,XP040555677.1_9031_314,P29279_CCN2,,B1424,
XP012810820.2_8364_316,XP012810820.2_8364_316,,,,
G317_315_316,NP808540.2_10090_309,,,B1354,
G317_315_316,NP001179726.1_9913_310,,,B1486|B1354,
G317_315_316,NP055058.2_9606_312,,,B1486|B1354,
G317_315_316,XP040555677.1_9031_314,,,B1354,
G317_315_316,XP012810820.2_8364_316,,,B1354,
XP021331662.1_7955_318,XP021331662.1_7955_318,,P02751_FN1|P30443_HLAA|P78509_RELN,,
G319_317_318,NP808540.2_10090_309,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B1351|B510|B563|B1413|B1368|B1344,
G319_317_318,NP001179726.1_9913_310,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B1351|B510|B563|B1413|B1368|B1344,
G319_317_318,NP055058.2_9606_312,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B1351|B510|B563|B1413|B1368|B1344,
G319_317_318,XP040555677.1_9031_314,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B1804|B510|B563|B1413|B1368|B1344,
G319_317_318,XP012810820.2_8364_316,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B510|B563|B1413|B1368,
G319_317_318,XP021331662.1_7955_318,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,B1804|B1351|B510|B563|B1413|B1368|B1344,
NP055059.2_9606_320,NP055059.2_9606_320,O75173_ADAMTS4|P02787_TF|P13727_PRG2|P20151_KLK2|P22304_IDS|P27986_PIK3R1|P29016_CD1B|Q13291_SLAMF1|Q16635_TAFAZZIN|Q16635_TAZ|Q5QGZ9_CLEC12A|Q6UWN0_LYPD4|Q86T26_TMPRSS11B|Q8WWY8_LIPH|Q8WYR1_PIK3R5|Q92187_ST8SIA4|Q93079_H2BC9|Q96GX1_TCTN2|Q99965_ADAM2|Q9NY97_B3GNT2|Q9UK85_DKKL1|Q9UKF2_ADAM30,,,
NP777056.1_9913_321,NP777056.1_9913_321,,,,
G322_320_321,NP055059.2_9606_320,,,,
G322_320_321,NP777056.1_9913_321,,,,
NP783574.1_10090_323,NP783574.1_10090_323,,,,
G324_322_323,NP055059.2_9606_320,P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|Q9UBP4_DKK3,,B1621|B1640|B1623|B1618|B1627|B1620|B1629,
G324_322_323,NP777056.1_9913_321,P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|Q9UBP4_DKK3,,B1621|B1640|B1623|B1618|B1627|B1629,
G324_322_323,NP783574.1_10090_323,P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|Q9UBP4_DKK3,,B1621|B1640|B1623|B1618|B1627|B1620|B1629,
XP040503121.1_9031_325,XP040503121.1_9031_325,,P01023_A2M|P01034_CST3|P12111_COL6A3|P51888_PRELP,,
G326_324_325,NP055059.2_9606_320,P01023_A2M,,B1641|B1638|B510|B1626|B1643,
G326_324_325,NP777056.1_9913_321,P01023_A2M,,B1641|B1638|B510|B1626|B1643,
G326_324_325,NP783574.1_10090_323,P01023_A2M,,B1641|B1638|B510|B1626|B1643,
G326_324_325,XP040503121.1_9031_325,P01023_A2M,,B1641|B1638|B510|B1626|B1643,
XP012815203.2_8364_327,XP012815203.2_8364_327,,P01034_CST3|P02751_FN1|P12111_COL6A3|P51888_PRELP|P78509_RELN,B510,
G328_326_327,NP055059.2_9606_320,P01034_CST3|P12111_COL6A3|P51888_PRELP,P30443_HLAA,B1644|B563|B1636|B1631|B1632,
G328_326_327,NP777056.1_9913_321,P01034_CST3|P12111_COL6A3|P51888_PRELP,P30443_HLAA,B1644|B563|B1636|B1631|B1632,
G328_326_327,NP783574.1_10090_323,P01034_CST3|P12111_COL6A3|P51888_PRELP,P30443_HLAA,B1644|B563|B1636|B1631|B1632,
G328_326_327,XP040503121.1_9031_325,P01034_CST3|P12111_COL6A3|P51888_PRELP,P30443_HLAA,B1644|B563|B1636|B1631|B1632|B1835,
G328_326_327,XP012815203.2_8364_327,P01034_CST3|P12111_COL6A3|P51888_PRELP,P30443_HLAA,B1644|B563|B1636|B1631|B1632|B1835,
G329_319_328,NP808540.2_10090_309,P78509_RELN,,,B510|B563
G329_319_328,NP001179726.1_9913_310,P78509_RELN,,,B510|B563
G329_319_328,NP055058.2_9606_312,P78509_RELN,,,B510|B563
G329_319_328,XP040555677.1_9031_314,P78509_RELN,,,B510|B563
G329_319_328,XP012810820.2_8364_316,P78509_RELN,,,B510|B563
G329_319_328,XP021331662.1_7955_318,P78509_RELN,,,B510|B563
G329_319_328,NP055059.2_9606_320,P78509_RELN,,,B510|B563
G329_319_328,NP777056.1_9913_321,P78509_RELN,,,B510|B563
G329_319_328,NP783574.1_10090_323,P78509_RELN,,,B510|B563
G329_319_328,XP040503121.1_9031_325,P78509_RELN,,,B510|B563
G329_319_328,XP012815203.2_8364_327,P78509_RELN,,,B510|B563
NP631894.2_9606_330,NP631894.2_9606_330,O00213_APBB1|O94985_CLSTN1|P01135_TGFA|P08572_COL4A2|P24593_IGFBP5|P39060_COL18A1|P98095_FBLN2|P98160_HSPG2|Q08397_LOXL1|Q14766_LTBP1|Q14767_LTBP2|Q16581_C3AR1,,B431,
XP005226419.1_9913_331,XP005226419.1_9913_331,,,B431,
G332_330_331,NP631894.2_9606_330,,,B1925|B1407|B1928|B1926|B1929|B1930,B431
G332_330_331,XP005226419.1_9913_331,,,B1925|B1407|B1928|B1926|B1929|B1930,B431
NP001074596.1_10090_333,NP001074596.1_10090_333,,P02768_ALB|P02790_HPX|P07858_CTSB|Q9UBP4_DKK3,,
G334_332_333,NP631894.2_9606_330,P01023_A2M|P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|P13611_VCAN|Q9UBP4_DKK3,,B1493|B1481|B1498|B1472,B1407
G334_332_333,XP005226419.1_9913_331,P01023_A2M|P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|P13611_VCAN|Q9UBP4_DKK3,,B1499|B1493|B1481|B1498|B1472,B1407
G334_332_333,NP001074596.1_10090_333,P01023_A2M|P02768_ALB|P02790_HPX|P07585_DCN|P07858_CTSB|P13611_VCAN|Q9UBP4_DKK3,,B1485|B1499|B1486|B1497|B1493|B1410|B1496|B1481|B1498|B1472,
XP004942102.1_9031_335,XP004942102.1_9031_335,,P01034_CST3|P12111_COL6A3|P51888_PRELP,,
G336_334_335,NP631894.2_9606_330,P01034_CST3|P12111_COL6A3,,B1480,
G336_334_335,XP005226419.1_9913_331,P01034_CST3|P12111_COL6A3,,B1480,
G336_334_335,NP001074596.1_10090_333,P01034_CST3|P12111_COL6A3,,B1480,
G336_334_335,XP004942102.1_9031_335,P01034_CST3|P12111_COL6A3,,B1480,
XP031762102.1_8364_337,XP031762102.1_8364_337,,P02751_FN1|P30443_HLAA|P51888_PRELP,,
G338_336_337,NP631894.2_9606_330,,,,
G338_336_337,XP005226419.1_9913_331,,,,
G338_336_337,NP001074596.1_10090_333,,,,
G338_336_337,XP004942102.1_9031_335,,,,
G338_336_337,XP031762102.1_8364_337,,,,
XP017214092.1_7955_339,XP017214092.1_7955_339,,P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12109_COL6A1|P12110_COL6A2|P13928_ANXA8|P14174_MIF|P20062_TCN2|P20774_OGN|P25189_MPZ|P25774_CTSS|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P51888_PRELP|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8N2C7_UNC80|Q9UI42_CPA4,,
G340_338_339,NP631894.2_9606_330,P51888_PRELP,Q03167_TGFBR3,B1474,
G340_338_339,XP005226419.1_9913_331,P51888_PRELP,Q03167_TGFBR3,B1474,
G340_338_339,NP001074596.1_10090_333,P51888_PRELP,Q03167_TGFBR3,B1474,
G340_338_339,XP004942102.1_9031_335,P51888_PRELP,Q03167_TGFBR3,B1474,
G340_338_339,XP031762102.1_8364_337,P51888_PRELP,Q03167_TGFBR3,B1474,
G340_338_339,XP017214092.1_7955_339,P51888_PRELP,Q03167_TGFBR3,B1474,
G341_329_340,NP808540.2_10090_309,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1404|B1340|B1378|B1350|B1391|B1360|B1380|B1407|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1390|B1409,
G341_329_340,NP001179726.1_9913_310,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1340|B1378|B1350|B1391|B1360|B1380|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1483|B1390,
G341_329_340,NP055058.2_9606_312,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1340|B1378|B1350|B1391|B1360|B1380|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1483|B1390,
G341_329_340,XP040555677.1_9031_314,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1404|B1378|B1350|B1391|B1360|B1380|B1407|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1483|B1390|B1409,
G341_329_340,XP012810820.2_8364_316,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1404|B1340|B1378|B1350|B1391|B1360|B1380|B1407|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1483|B1390|B1409,
G341_329_340,XP021331662.1_7955_318,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1404|B1340|B1378|B1350|B1391|B1360|B1380|B1407|B1415|B1399|B1341|B1394|B1362|B1349|B1393|B1403|B1374|B1483|B1390|B1409,
G341_329_340,NP055059.2_9606_320,A0A024R8E5_COL5A1|A0A0S2Z3H5_COL1A2|O43897_TLL1|P00488_F13A1|P00751_CFB|P01024_C3|P01042_KNG1|P01860_IGHG3|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P02462_COL4A1|P02647_APOA1|P02652_APOA2|P02749_APOH|P02751_FN1|P02765_AHSG|P02774_GC|P04083_ANXA1|P05997_COL5A2|P06870_KLK1|P07355_ANXA2|P08254_MMP3|P08603_CFH|P08670_VIM|P09382_LGALS1|P09668_CTSH|P0C0L5_C4B|P12107_COL11A1|P12109_COL6A1|P12110_COL6A2|P13497_BMP1|P13928_ANXA8|P13942_COL11A2|P14174_MIF|P20062_TCN2|P20774_OGN|P21810_BGN|P25189_MPZ|P25774_CTSS|P25940_COL5A3|P28799_GRN|P30443_HLAA|P35237_SERPINB6|P47929_LGALS7|P51884_LUM|P62736_ACTA2|P68871_HBB|Q03135_CAV1|Q03167_TGFBR3|Q05707_COL14A1|Q07507_DPT|Q13445_TMED1|Q14624_ITIH4|Q15063_POSTN|Q15084_PDIA6|Q15113_PCOLCE|Q15517_CDSN|Q17RW2_COL24A1|Q5VX71_SUSD4|Q6E0U4_DMKN|Q6NZI2_CAVIN1|Q6ZN18_AEBP2|Q8IZC6_COL27A1|Q8N2C7_UNC80|Q9UI42_CPA4,,B1404|B1378|B1350|B1360|B1380|B1492|B1407|B1415|B1399|B1394|B1349|B1403|B1374|B1483|B1390|B1637|B1409,
